"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"1" 0.0938844539121681 0.10161881328077 0.0658354526625839 0.105419916999935 0.108099593579158 0.0017484474054337 0.0302805564024365 0.131279394980832 0.137364397067173 0.0401859616582786 0.0268670603786313 0.0067311072452387 0.15068484442736 0.0884023108421694
"2" 0.0244297076617692 0.118887681546224 0.0217257486380999 0.101950844032128 0.0347419117071539 0.101021769278254 0.111394035323914 0.119277557798875 0.114167922720151 0.015743780325008 0.09355113778669 0.12170362013198 0.0214042830497528 0.0604295333908935
"3" 0.148457217559859 0.00722223645925248 0.111226975786878 0.053108001996608 0.0458611719189335 0.131003955544641 0.0840570076234577 0.0437917926661146 0.112645378560387 0.00513811637856223 0.097435726819825 0.0250410551832469 0.135011363502234 0.0657641648931614
"4" 0.0911565241645778 0.0961040185639289 0.0799877221637312 0.0489487152966549 0.115817004152281 0.0321539245015862 0.0635736748159357 0.00969862959460885 0.115090401131571 0.0534337211924468 0.0859193936069227 0.0990147337835564 0.109101537032199 0.0896190882623417
"5" 0.0794511201770443 0.00279499398420196 0.0116493312268061 0.0624280892983688 0.0794293239073935 0.0921102634396206 0.0614323182174531 0.13053880601525 0.10553546534877 0.157643815119991 0.127073986263147 0.00288861205838019 0.0870238749435731 0.0650709542766889
"6" 0.133218777691224 0.030195151727644 0.0833668236152547 0.0334801864120689 0.132595298414062 0.06900197907537 0.130258602793512 0.0736110152010825 0.076220760796232 0.0656710502441734 0.0397954561778019 0.100585674274841 0.0319992235767342 0.092565101737442
"7" 0.130631750150055 0.0792354269061016 0.0827585351943627 0.0727260716992961 0.0653494284116101 0.066130489022305 0.155882519685975 0.105340865597547 0.0174478077406584 0.0336198213684632 0.0874857127708241 0.0190343826631203 0.0843571887896811 0.0616491507088305
"8" 0.0401828064331853 0.146187390492223 0.114474264390869 0.10315368873215 0.119515389924667 0.00687957004301582 0.113924262859874 0.0926800229829849 0.0331584612151895 0.0724429559386578 0.0133551384963448 0.0734662775106826 0.0705797709801571 0.0907494224725584
"9" 0.098365076830586 0.102766918417997 0.015085573148056 0.00297585750717785 0.133424861524757 0.0743561936429777 0.0941632613347011 0.116938163620327 0.0614784915163728 0.122964137313353 0.139435742404407 0.035164191874835 0.00288153086445292 0.0745695530494638
"10" 0.129786374117976 0.0188600908937445 0.0519956093935508 0.155720238527769 0.0636333623960627 0.0278177316949804 0.0955757583362261 0.0293473768586511 0.0857715371548078 0.119653691351372 0.0973720454895063 0.121604940862865 0.00286124292248819 0.0914965091513964
