"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14"
"1" 0.118516148146644 0.0021243725923444 0.0098006579330283 0.0539349270142329 0.101840530685633 0.135759370489019 0.118017728667245 0.111714668021902 0.057342479398696 0.0864422830024512 0.0608975904171741 0.0263861101625461 0.117223133469085 0.102799955727893
"2" 0.117762994769305 0.0606377030645487 0.0211273092389395 0.109796599281978 0.0296765163748932 0.110917997082424 0.12643943915876 0.043339079115606 0.030688905738948 0.0418983918726622 0.120225113811145 0.0977129302008286 0.0897770202899621 0.0944473148280807
"3" 0.110243341899068 0.118359253787138 0.0212606935055825 0.0182336182030672 0.0929886944818918 0.103051663681931 0.131929841265145 0.119606578323144 0.0481378272364934 0.0369142822616845 0.0651472920719043 0.0620316365510407 0.0720952767319087 0.0860653787849167
"4" 0.083445677828954 0.105313228680994 0.113352345436273 0.0777860668554706 0.0947528116522659 0.050513685343634 0.0353073505767255 0.0578418854064407 0.0196315647719133 0.0891627328645833 0.099730802109471 0.0735859499474543 0.0995758985258214 0.0956287285254474
"5" 0.0244675174875486 0.109932108926756 0.0226564153999264 0.0954432924798361 0.141682890794386 0.0362065083850547 0.133009535499069 0.119133744506024 0.0372114796691271 0.098192928393455 0.134490685712175 0.013692142571774 0.033880750174869 0.0943943232778655
"6" 0.0241645044608048 0.036844988383606 0.0945764636588253 0.105145930495392 0.111453775060217 0.0799518165830903 0.121863444966244 0.0231324271797427 0.100295593713328 0.0948077117017076 0.104836411365938 0.0374373368625266 0.0654895955685766 0.116131801714304
"7" 0.00926895626120679 0.00736698438377782 0.0996728245250764 0.0590182092584232 0.133109004561104 0.126565968550633 0.127848544111256 0.0650711300768382 0.176933732969333 0.000429780582247572 0.0874371815395475 0.0892539455528539 0.0180237376277037 0.114127403211773
"8" 0.0904993026281685 0.0219945007370679 0.104527439228855 0.0798807274598753 0.0926733054276426 0.0796369011002898 0.0466389969813356 0.100246898387735 0.110193196853749 0.195012099049568 0.0195169531071186 0.0151519976571738 0.0440276813814203 0.108961264620931
"9" 0.11201266167657 0.105762572089752 0.109011868771861 0.115939043272433 0.0313821270624302 0.111212062476257 0.00729023887397611 0.0555717844466726 0.0485528171097171 0.117473533585738 0.105335149902509 0.00513545167057003 0.0753206890615142 0.0774984072354041
"10" 0.0593063849525204 0.135778231664247 0.109186900355368 0.0818795125415886 0.0355071534477385 0.11155332049211 0.0214654954524855 0.111352535877805 0.0540410022040423 0.0729578978074242 0.0282414911153051 0.0864023409558981 0.0923277331334675 0.0738975963304177
